SEXO,IDADE,FX_ID,RACA,ESCOLARI,P1,P2,P3,P4,P5A,P5B,P5C,P5D,P5E,P5F,P5G,P5H,P5I,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_12,P8_13,P9_1,P9_2,P9_3,P10,P11,P12,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P15A,P15B,P15C,P15D,P15E,P15F,P15G,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P17_1,P17_2,P17_3,P17_4,P17_5,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P19A,P19B,P19C,P19D,P19E,P20_1,P20_2,P20_3,P20_4,P20_5,P20_6,P20_7,P20_8,P20_9,P21A,P21B,P21C,P21D,P21E,P21F,P22_1,P22_2,P22_3,P23,P24A,P24B,P24C,P24D,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P_PCD_1,P_PCD_2,P_PCD_3,P_ORIENT,P_POLITI,RELIGIAO,REND1,REND2,UF,MUNI,REGIAO,COND,PORTE,ID_IPEC,DATA_ENT
1,72,5,3,4,7,2,2,1,1,2,5,2,99,99,2,1,2,1,2,,,,,,,,,1,,,,,,1,2,3,13,,,,,,,,,,1,2,4,5,4,1,2,3,5,6,,,,,2,,,,,,,,1,,,,,,97,,,,,,,97,,,,,,,,,,,1,1,4,1,1,99,,,,,,,,,1,1,1,1,1,98,97,,,1,1,1,1,1,2,1,2,3,4,5,6,7,4,,,99,3,1,6,6,17,1720903,1,3,3,182955355,13900809600
2,34,2,3,11,4,2,2,1,1,4,4,4,4,4,4,5,5,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,8,97,4,4,2,5,7,,,,,,,2,5,,,,,,,3,,,3,,,5,,,,,,,2,4,,,,2,,,,,,5,2,2,1,2,1,4,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,1,2,3,6,,,,,,2,,,1,3,2,5,5,26,2600401,2,3,4,182955539,13900809600
1,46,4,3,14,2,2,2,2,2,5,5,2,5,5,5,2,5,,,,,,,,,,,1,4,,,,,2,5,6,,,,,,,,,,,1,4,8,2,2,2,1,6,7,,,,,,2,3,,,,,,,3,1,,,,,2,,,,,,,97,,,,,,,,,,,1,1,1,5,1,1,8,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,3,4,,,,,,4,,,1,4,1,4,4,29,2927408,2,1,7,182955873,13900809600
2,49,4,2,14,4,2,2,2,1,5,1,1,2,99,5,5,5,,,,,,,,,,,4,6,,,,,1,4,6,12,,,,,,,,,,1,8,3,1,3,1,1,6,7,,,,,,1,5,,,,,,1,,,,2,,,2,4,6,,,,,97,,,,,,,,,,,1,1,1,1,1,3,5,8,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,4,,,,,4,,,99,4,1,6,5,29,2927408,2,1,7,182955874,13900809600
2,51,4,2,13,1,2,2,2,1,5,5,1,5,99,5,4,4,,,,,,,,,,,1,,,,,,2,3,13,,,,,,,,,,,1,3,4,2,3,1,2,4,,,,,,,1,2,,,,,,2,2,,,,,,1,2,,,,,,97,,,,,,,,,,,1,2,2,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,2,1,1,2,2,2,1,3,6,,,,,2,,,99,4,1,6,6,29,2927408,2,1,7,182955875,13900809600
2,28,2,3,14,1,2,2,1,1,5,5,2,99,99,2,5,5,,,,,,,,,,,1,4,5,6,,,1,2,4,6,,,,,,,,,,1,4,8,99,1,2,4,8,,,,,,,1,2,4,,,,,1,1,,1,,,,6,,,,,,,1,,,,,10,,,,,,2,1,2,4,2,97,,,,,,,,,1,1,2,2,2,1,97,,,1,2,2,2,1,2,2,,,,,,,2,,,99,3,19,98,6,29,2927408,2,1,7,182955876,13900809600
1,65,5,1,10,1,3,3,1,2,2,4,2,4,3,2,2,4,6,,,,,,,,,,6,,,,,,1,5,,,,,,,,,,,,1,7,2,5,3,2,4,,,,,,,,3,,,,,,,,,1,,,,,2,,,,,,,1,,,,,97,,,,,,1,1,2,2,1,1,2,3,4,5,6,7,8,,1,1,1,1,1,1,97,,,2,1,1,1,1,2,1,3,,,,,,4,,,1,1,1,5,4,35,3538709,3,3,6,182957333,13900809600
1,65,5,1,12,1,1,3,3,1,5,5,5,5,5,2,1,5,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,8,97,,5,1,2,4,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,6,,,,,,,,,2,1,1,1,2,1,97,,,2,1,1,1,1,2,6,,,,,,,4,,,99,3,1,5,4,41,4106407,4,3,4,182957583,13900809600
2,67,5,3,1,7,4,3,2,2,4,4,2,2,1,4,5,2,,,,,,,,,,,99,,,,,,1,,,,,,,,,,,,,1,97,,5,4,2,2,,,,,,,,8,,,,,,,,,,,,,,1,2,4,5,,,,97,,,,,,,,,,,4,4,4,4,4,97,,,,,,,,,2,2,2,2,2,1,99,,,1,2,1,2,2,2,3,,,,,,,1,,,1,1,3,6,5,26,2600401,2,3,4,182957585,13900809600
1,48,4,3,14,4,1,1,3,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,2,4,,,,1,2,6,,,,,,,,,,,1,7,4,1,4,2,1,3,7,,,,,,2,3,,,,,,,3,2,,,,,1,3,6,,,,,1,2,4,,,1,4,7,,,,1,1,1,5,5,4,7,9,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,2,1,3,5,,,,,4,,,1,3,3,3,3,35,3550704,3,3,5,182958052,13900809600
1,71,5,1,6,2,1,1,1,2,5,2,2,5,5,5,5,5,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,97,2,99,2,99,,,,,,,,8,,,,,,,,,,,,,,97,,,,,,,97,,,,,,,,,,,1,1,2,2,5,1,,,,,,,,,2,2,1,1,2,2,97,,,2,1,98,1,1,2,99,,,,,,,3,,,1,1,20,5,5,35,3537404,3,3,4,182958057,13900809600
1,62,5,3,14,4,1,2,1,1,3,5,1,5,5,1,99,5,,,,,,,,,,,1,2,5,,,,3,4,,,,,,,,,,,,1,3,8,5,1,1,1,2,6,,,,,,2,3,4,,,,,,1,1,1,,,,1,3,4,5,6,7,,3,,,,,2,,,,,,1,1,2,2,1,1,7,,,,,,,,2,1,1,1,1,1,97,,,2,1,1,1,1,2,1,2,3,,,,,4,,,1,4,1,6,6,29,2913606,2,3,6,182958168,13900809600
1,23,1,1,14,1,2,2,2,1,5,5,1,5,99,5,5,5,,,,,,,,,,,1,2,4,,,,1,2,4,5,13,,,,,,,,,1,4,8,1,4,2,4,5,8,,,,,,1,2,3,4,6,,,1,2,2,1,,1,,1,2,4,6,,,,97,,,,,,,,,,,2,2,2,5,2,2,3,,,,,,,,2,1,1,1,1,2,97,,,1,2,1,1,2,1,1,3,4,5,7,,,4,,,1,3,1,5,3,29,2933307,2,3,6,182958342,13900809600
2,62,5,1,16,1,1,2,3,1,5,5,5,5,5,1,2,2,,,,,,,,,,,1,2,3,4,5,6,1,3,4,,,,,,,,,,,1,2,7,5,1,2,1,3,4,,,,,,1,2,3,,,,,2,2,2,,,,,1,2,6,,,,,3,,,,,10,,,,,,1,1,2,4,1,6,8,,,,,,,,1,1,1,1,1,1,97,,,2,2,2,2,2,1,2,3,7,,,,,4,,,1,1,15,4,4,33,3303401,3,3,6,182958380,13900809600
1,24,1,1,15,2,2,2,3,1,5,5,1,5,1,5,5,5,,,,,,,,,,,1,,,,,,1,3,4,,,,,,,,,,,1,3,7,1,4,2,1,4,7,,,,,,1,2,3,,,,,3,1,1,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,5,1,6,9,,,,,,,,1,1,1,1,1,2,97,,,1,2,2,1,2,1,1,3,4,5,7,,,4,,,1,3,11,5,5,42,4202107,4,3,4,182958528,13900809600
2,89,5,3,1,7,2,2,1,1,5,5,2,99,99,99,1,99,,,,,,,,,,,99,,,,,,97,,,,,,,,,,,,,99,,,5,4,1,99,,,,,,,,8,,,,,,,,,,,,,,99,,,,,,,99,,,,,,,,,,,1,1,1,1,1,99,,,,,,,,,1,1,2,1,1,1,99,,,99,98,1,1,1,2,99,,,,,,,4,,,99,3,1,5,5,17,1720903,1,3,3,182958645,13900809600
2,41,3,3,16,5,3,2,3,1,1,4,1,5,1,1,1,5,1,3,,,,,,,,,4,6,,,,,1,2,3,4,5,6,9,,,,,,,1,4,8,1,4,1,1,2,3,4,5,6,7,,1,2,3,4,5,6,,1,1,1,1,1,1,,1,2,3,4,5,6,,2,3,4,5,,2,10,,,,,1,1,1,5,5,97,,,,,,,,,1,1,1,98,2,2,97,,,1,2,98,2,2,1,2,3,,,,,,1,,,1,3,1,5,4,52,5208707,5,1,7,182958654,13900809600
2,33,2,3,14,2,2,4,2,1,1,4,1,4,4,1,1,2,7,,,,,,,,,,4,6,,,,,1,4,6,11,,,,,,,,,,1,3,8,1,4,2,2,4,7,8,,,,,8,,,,,,,,,,,,,,1,6,7,,,,,1,4,5,,,10,,,,,,1,1,1,4,1,8,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,2,1,1,1,2,3,4,5,6,7,4,,,1,2,16,6,6,35,3550308,3,1,7,182958759,13900809600
2,30,2,3,14,2,1,2,1,5,5,5,2,5,5,5,4,5,,,,,,,,,,,6,,,,,,4,5,6,,,,,,,,,,,1,6,8,2,4,2,1,5,,,,,,,1,2,,,,,,1,1,,,,,,1,2,,,,,,1,,,,,8,9,,,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,4,2,5,3,26,2603454,2,2,6,182959012,13900809600
1,72,5,3,7,1,2,2,3,2,2,5,1,5,5,1,5,4,3,,,,,,,,,,1,,,,,,2,6,,,,,,,,,,,,1,3,4,2,2,2,1,4,7,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,3,4,,,,2,,,,,2,,,,,,1,1,1,4,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,1,1,2,1,4,6,,,,,4,,,1,2,1,5,5,35,3537404,3,3,4,182960024,13900809600
1,34,2,1,16,4,2,1,3,1,5,5,4,5,5,5,5,5,,,,,,,,,,,5,,,,,,1,5,,,,,,,,,,,,1,99,,2,99,2,99,,,,,,,,3,,,,,,,,,2,,,,,2,,,,,,,5,,,,,10,,,,,,98,4,2,2,4,7,,,,,,,,,2,2,2,1,2,2,97,,,1,1,1,1,1,1,2,,,,,,,4,,,1,2,18,3,2,35,3550704,3,3,5,182960094,13900809600
2,34,2,3,13,2,2,2,2,1,5,5,1,5,5,1,1,5,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,4,8,5,4,2,1,2,4,,,,,,8,,,,,,,,,,,,,,2,,,,,,,97,,,,,,,,,,,3,1,1,5,1,97,,,,,,,,,1,2,1,1,1,2,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,4,19,6,6,52,5208707,5,1,7,182960503,13900809600
2,29,2,1,9,1,2,2,3,1,5,2,1,99,99,1,2,5,,,,,,,,,,,1,2,4,,,,2,3,13,,,,,,,,,,,1,3,4,1,4,2,2,5,8,,,,,,3,,,,,,,,,2,,,,,5,6,7,,,,,97,,,,,,,,,,,2,2,1,2,1,1,2,6,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,2,2,1,3,5,,,,,3,,,1,99,10,99,99,43,4318903,4,3,4,182960526,13900809600
1,50,4,2,14,2,1,2,2,1,5,5,2,5,5,1,2,5,,,,,,,,,,,5,,,,,,10,,,,,,,,,,,,,1,3,8,2,2,1,1,,,,,,,,8,,,,,,,,,,,,,,2,,,,,,,2,,,,,1,,,,,,1,1,1,1,1,1,2,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,2,2,5,,,,,,,1,,,2,3,1,6,6,29,2913606,2,3,6,182960566,13900809600
2,58,4,3,14,1,2,1,3,1,99,99,1,99,5,99,2,99,,,,,,,,,,,2,3,4,,,,1,6,9,11,,,,,,,,,,1,3,8,1,4,2,1,4,,,,,,,1,,,,,,,2,,,,,,,3,4,5,,,,,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,2,1,1,1,1,1,97,,,1,2,2,2,1,2,1,2,7,,,,,4,,,1,3,1,98,4,35,3523107,3,2,6,182961348,13900809600
1,44,3,3,15,1,1,2,1,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1,2,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,1,99,,1,3,1,7,,,,,,,,1,2,3,4,5,6,7,2,1,1,2,2,1,99,2,3,4,5,,,,97,,,,,,,,,,,1,4,4,1,1,1,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,2,,,,,,,4,,,1,1,1,5,5,35,3550308,3,1,7,182961520,13900809600
2,35,3,3,14,4,3,2,3,5,5,5,5,5,99,4,5,5,,,,,,,,,,,1,5,,,,,1,4,9,,,,,,,,,,,1,8,97,4,1,2,4,,,,,,,,2,3,4,,,,,,1,1,1,,,,97,,,,,,,97,,,,,,,,,,,4,3,4,1,4,97,,,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,1,6,7,,,,,,4,,,1,3,1,5,5,29,2933307,2,3,6,182961588,13900809600
1,46,4,3,14,1,3,2,1,2,2,5,1,5,5,4,2,5,5,,,,,,,,,,5,,,,,,1,9,12,,,,,,,,,,,1,2,4,4,4,2,3,4,5,8,,,,,2,3,,,,,,,1,2,,,,,1,6,,,,,,1,2,4,,,1,2,4,,,,4,2,1,5,4,6,8,9,,,,,,,2,2,2,1,2,2,97,,,2,2,1,1,2,2,2,4,6,,,,,4,,,1,4,1,5,4,26,2600401,2,3,4,182961596,13900809600
2,56,4,3,9,2,2,2,1,99,5,5,5,5,5,5,5,4,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,97,,5,4,2,7,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,2,2,2,4,2,9,,,,,,,,,2,1,2,1,1,2,97,,,1,2,2,2,2,2,1,,,,,,,4,,,1,1,1,98,6,26,2600401,2,3,4,182961597,13900809600
2,76,5,1,14,1,2,2,99,1,5,5,1,99,99,1,1,5,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,1,3,4,5,1,2,2,5,,,,,,,1,3,,,,,,1,,1,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,4,1,1,2,3,4,5,6,,,,98,98,98,1,98,1,97,,,1,1,1,98,98,2,5,,,,,,,4,,,1,4,1,4,4,50,5003306,5,3,4,182961640,13900809600
2,60,5,1,15,6,2,2,3,2,1,4,2,5,2,4,2,5,2,3,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,8,1,4,1,4,2,2,,,,,,,,2,3,,,,,,,2,2,,,,,2,3,4,5,6,7,,2,,,,,97,,,,,,1,2,2,4,1,6,,,,,,,,,1,2,1,1,1,1,97,,,1,1,1,1,1,2,3,7,,,,,,4,,,1,1,20,99,99,35,3538709,3,3,6,182962052,13900809600
2,49,4,2,14,5,2,2,1,2,1,5,1,5,5,1,5,5,2,5,6,,,,,,,,2,5,,,,,1,2,4,,,,,,,,,,,1,4,6,2,4,2,1,4,7,,,,,,2,3,4,,,,,,2,2,2,,,,1,2,,,,,,1,2,,,,1,2,,,,,1,1,1,2,5,97,,,,,,,,,1,1,1,1,1,1,4,,,1,2,1,1,1,1,1,2,7,,,,,4,,,1,4,3,6,6,26,2603454,2,2,6,182962120,13900809600
2,30,2,3,16,2,2,2,1,2,5,5,4,5,5,1,5,5,,,,,,,,,,,1,4,5,,,,6,8,12,,,,,,,,,,,1,2,3,1,4,2,1,4,5,,,,,,2,3,4,,,,,,1,1,1,,,,1,2,6,,,,,4,,,,,2,,,,,,1,1,1,5,2,7,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,2,1,1,2,7,,,,,4,,,1,2,1,5,4,35,3550704,3,3,5,182962240,13900809600
2,29,2,3,13,4,2,2,2,2,5,5,2,5,99,2,2,5,,,,,,,,,,,6,,,,,,2,3,5,,,,,,,,,,,1,4,8,2,99,2,4,6,7,,,,,,1,6,,,,,,2,,,,,2,,1,6,,,,,,97,,,,,,,,,,,1,2,1,2,2,1,6,8,,,,,,,2,2,2,2,2,2,97,,,1,1,1,1,1,2,1,3,7,,,,,4,,,1,3,2,6,99,43,4318903,4,3,4,182962278,13900809600
1,33,2,3,15,1,1,1,2,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,4,5,,,,,,,,,,,1,8,7,3,4,1,2,3,4,,,,,,3,,,,,,,,,2,,,,,1,2,,,,,,97,,,,,,,,,,,5,5,2,5,1,7,,,,,,,,,2,2,1,1,2,2,97,,,1,2,1,1,1,2,97,,,,,,,4,,,1,3,1,5,4,52,5208707,5,1,7,182962368,13900809600
2,29,2,3,14,1,1,2,3,1,5,5,1,5,5,5,5,5,,,,,,,,,,,1,4,5,,,,1,2,4,,,,,,,,,,,1,97,,2,4,2,4,5,,,,,,,2,,,,,,,,2,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,3,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,2,1,98,2,7,,,,,,,4,,,1,4,1,6,6,29,2913606,2,3,6,182962532,13900809600
2,68,5,2,7,1,3,3,2,1,5,5,5,2,1,2,5,5,,,,,,,,,,,1,2,3,4,5,6,1,6,,,,,,,,,,,,1,3,8,5,4,2,2,4,6,,,,,,8,,,,,,,,,,,,,,1,,,,,,,97,,,,,,,,,,,1,2,1,5,2,1,3,6,,,,,,,2,1,1,1,2,1,97,,,1,98,98,1,1,1,2,3,7,,,,,2,,,99,3,10,6,6,29,2927408,2,1,7,182962555,13900809600
1,58,4,1,14,1,2,2,2,2,5,5,1,5,5,5,5,5,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,3,99,1,1,2,1,,,,,,,,2,3,,,,,,,1,1,,,,,1,,,,,,,97,,,,,,,,,,,1,2,2,2,2,8,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,99,,,,,,,4,,,1,2,1,4,4,41,4106902,4,1,7,182963261,13900809600
2,47,4,1,15,4,2,2,3,99,1,4,1,5,4,1,4,4,6,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,99,,1,4,2,3,4,,,,,,,3,,,,,,,,,2,,,,,6,,,,,,,97,,,,,,,,,,,1,1,4,1,3,97,,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,1,98,2,1,,,,,,,4,,,1,2,10,5,4,35,3550308,3,1,7,182963311,13900809600
2,28,2,3,14,3,2,1,1,2,99,99,99,99,5,99,99,5,,,,,,,,,,,1,4,6,,,,4,7,12,,,,,,,,,,,1,8,2,2,4,2,2,4,7,,,,,,1,5,7,,,,,2,,,,2,,2,1,6,,,,,,97,,,,,,,,,,,2,1,4,2,2,8,,,,,,,,,1,1,1,1,1,2,97,,,1,2,1,2,2,2,1,2,6,,,,,4,,,1,4,2,98,5,35,3523107,3,2,6,182963500,13900809600
2,35,3,3,16,2,2,1,2,2,2,5,1,5,99,2,4,4,6,7,,,,,,,,,1,2,3,4,5,6,3,6,8,9,,,,,,,,,,1,3,4,1,1,2,3,4,5,,,,,,2,3,,,,,,,2,2,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,1,1,5,1,3,6,7,,,,,,,1,1,1,1,2,1,97,,,1,1,1,1,1,1,1,5,7,,,,,4,,,1,1,20,5,4,29,2933307,2,3,6,182963702,13900809600
2,42,3,3,15,4,2,2,1,1,4,5,1,5,5,1,1,1,,,,,,,,,,,1,4,5,,,,1,4,5,,,,,,,,,,,1,2,8,1,3,1,3,4,7,,,,,,2,3,4,,,,,,1,1,99,,,,2,3,4,,,,,97,,,,,,,,,,,5,5,2,2,1,97,,,,,,,,,2,2,1,1,2,2,97,,,1,1,1,1,1,1,4,6,,,,,,4,,,1,3,10,5,4,35,3550704,3,3,5,182963933,13900809600
2,66,5,1,9,4,2,2,2,2,2,5,2,99,99,1,2,5,3,,,,,,,,,,1,2,3,,,,2,3,4,,,,,,,,,,,1,2,4,1,4,1,3,4,5,,,,,,3,4,,,,,,,,1,1,,,,99,,,,,,,97,,,,,,,,,,,1,1,1,5,1,3,4,5,,,,,,,2,1,1,1,1,1,97,,,1,1,1,98,1,2,1,2,3,,,,,3,,,1,1,1,6,5,43,4318903,4,3,4,182963988,13900809600
1,33,2,3,13,2,1,1,3,4,5,5,5,5,5,5,5,5,,,,,,,,,,,1,3,,,,,1,2,4,6,,,,,,,,,,1,3,5,5,4,2,1,2,,,,,,,2,,,,,,,,2,,,,,,1,2,3,4,5,,,97,,,,,,,,,,,1,1,1,1,4,99,,,,,,,,,2,2,2,2,2,2,97,,,1,2,2,1,2,1,1,2,,,,,,2,,,1,4,20,4,3,29,2913606,2,3,6,182964062,13900809600
1,24,1,3,13,2,2,2,2,1,5,5,1,5,5,1,5,5,,,,,,,,,,,1,,,,,,1,4,,,,,,,,,,,,1,8,3,1,4,2,1,2,3,4,5,,,,2,3,,,,,,,1,1,,,,,1,2,,,,,,1,2,,,,2,,,,,,5,5,1,1,5,1,,,,,,,,,2,2,1,1,2,2,97,,,1,2,1,1,1,2,1,,,,,,,4,,,2,3,1,4,3,52,5208707,5,1,7,182964137,13900809600
2,43,3,3,11,1,2,2,1,1,4,4,1,4,4,1,1,4,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,3,8,1,3,2,1,,,,,,,,1,3,,,,,,1,,1,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,6,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,3,,,,,,,2,,,1,2,1,6,6,35,3550308,3,1,7,182964318,13900809600
2,59,4,3,15,2,2,2,1,1,1,5,1,1,1,1,5,5,1,2,5,6,,,,,,,1,5,,,,,1,3,7,,,,,,,,,,,3,1,8,1,4,2,1,3,5,,,,,,1,3,5,,,,,2,,2,,2,,,1,3,5,,,,,1,2,4,5,,1,2,10,,,,1,1,1,5,1,2,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,1,2,1,2,3,4,5,6,7,1,,,1,1,10,98,6,35,3537404,3,3,4,182964667,13900809600
2,25,2,1,15,1,2,2,3,1,5,5,1,5,4,2,5,5,,,,,,,,,,,1,,,,,,1,4,,,,,,,,,,,,1,6,99,1,3,2,1,,,,,,,,2,3,,,,,,,1,1,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,4,2,99,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,,,,,,,4,,,1,2,1,5,4,41,4106902,4,1,7,182964774,13900809600
2,36,3,3,15,2,3,2,1,1,2,5,1,99,5,1,4,5,6,,,,,,,,,,1,3,5,,,,6,8,13,,,,,,,,,,,1,2,3,1,4,2,1,2,7,,,,,,2,3,4,,,,,,2,2,2,,,,2,3,,,,,,1,2,4,,,1,2,10,,,,1,1,1,4,1,97,,,,,,,,,1,2,1,1,2,2,97,,,1,2,1,2,2,1,1,2,7,,,,,3,,,1,1,1,6,6,29,2927408,2,1,7,182964955,13900809600
2,34,2,3,14,3,2,2,1,1,5,1,1,5,1,5,4,5,,,,,,,,,,,2,3,,,,,3,4,,,,,,,,,,,,1,99,,5,4,1,3,,,,,,,,99,,,,,,,,,,,,,,1,2,4,,,,,99,,,,,,,,,,,1,1,1,4,1,1,4,6,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,1,1,3,4,6,,,,3,,,2,3,19,98,6,17,1720903,1,3,3,182965444,13900809600
1,58,4,3,16,4,2,2,1,1,4,4,1,4,4,1,4,4,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,3,1,4,2,3,,,,,,,,8,,,,,,,,,,,,,,1,2,4,,,,,97,,,,,,,,,,,1,1,1,1,1,3,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,99,,,,,,,2,,,1,4,1,4,4,35,3550308,3,1,7,182965490,13900809600
2,80,5,1,6,99,99,3,1,5,4,5,4,99,99,4,2,4,,,,,,,,,,,1,2,6,,,,97,,,,,,,,,,,,,1,99,,4,99,2,99,,,,,,,,7,,,,,,,,,,,,,3,1,,,,,,,1,2,,,,2,,,,,,4,4,5,4,5,97,,,,,,,,,2,2,2,2,2,2,97,,,2,2,2,1,1,2,97,,,,,,,4,,,99,4,1,99,99,33,3303401,3,3,6,182965867,13900809600
1,31,2,2,11,1,2,2,1,1,2,5,2,5,5,5,5,5,3,5,,,,,,,,,1,5,,,,,1,2,3,5,6,,,,,,,,,1,3,4,1,4,2,4,5,7,,,,,,2,3,7,,,,,,3,3,,,,2,2,5,6,,,,,1,2,5,,,1,2,4,,,,1,1,1,5,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,1,1,98,2,3,4,5,6,,,,3,,,1,3,2,5,5,33,3303401,3,3,6,182965868,13900809600
2,24,1,3,13,1,2,2,1,1,5,5,4,5,5,5,5,5,,,,,,,,,,,5,,,,,,1,2,3,4,,,,,,,,,,1,2,4,1,99,2,1,4,,,,,,,1,2,,,,,,1,1,,,,,,1,,,,,,,97,,,,,,,,,,,1,1,1,1,1,97,,,,,,,,,1,1,1,1,1,1,97,,,1,2,2,2,2,2,2,,,,,,,4,,,1,99,20,6,6,33,3303401,3,3,6,182965869,13900809600
2,25,2,2,12,1,1,4,2,1,1,5,1,99,99,1,1,5,3,5,9,,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,2,97,1,4,2,99,,,,,,,,1,2,,,,,,1,2,,,,,,1,,,,,,,1,2,,,,1,,,,,,1,1,1,5,2,97,,,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,2,2,2,,,,,,,4,,,6,1,16,98,5,33,3303401,3,3,6,182965870,13900809600
1,53,4,1,11,1,2,2,1,1,5,5,5,5,99,5,5,5,,,,,,,,,,,1,2,6,,,,1,2,5,,,,,,,,,,,1,3,8,5,4,2,4,7,8,,,,,,4,,,,,,,,,,3,,,,1,6,,,,,,97,,,,,,,,,,,1,1,1,5,1,1,6,8,,,,,,,1,1,1,1,1,1,97,,,1,1,1,1,1,2,1,3,7,,,,,4,,,1,1,1,99,99,43,4318903,4,3,4,182965915,13900809600
1,31,2,1,16,1,2,2,1,1,5,4,5,4,2,1,2,4,,,,,,,,,,,1,2,3,5,6,,1,2,3,4,5,6,7,8,9,10,11,12,13,1,2,8,1,4,2,1,2,3,4,5,6,7,8,2,3,,,,,,,3,3,,,,,1,2,3,4,5,6,7,97,,,,,,,,,,,1,5,1,5,5,1,2,3,4,5,6,7,9,,1,1,1,1,1,1,1,,,1,2,1,2,2,1,1,2,3,4,5,6,7,4,,,2,1,15,2,1,35,3550308,3,1,7,182965949,13900809600
1,25,2,3,14,2,2,1,1,3,5,5,1,5,5,2,5,5,,,,,,,,,,,1,,,,,,1,2,4,6,9,,,,,,,,,1,9,8,1,4,2,5,,,,,,,,2,3,6,,,,,,2,2,,,2,,1,6,7,,,,,1,,,,,1,3,,,,,1,1,1,1,5,99,,,,,,,,,1,1,1,1,1,2,97,,,1,2,2,2,2,2,4,5,,,,,,4,,,1,4,16,6,4,35,3518800,3,2,7,182965966,13900809600
